0.604298237	3.69E-07	2.366533041	2.441388369	2.366533041
0.604309781	0.005592	2.363891363	2.44698	2.363891363
0.604321359	-0.008179534	2.370400906	2.433208466	2.370400906
0.604332971	0.014606368	2.359636784	2.455994368	2.359636784
0.604344524	0.016447913	2.358768225	2.457835913	2.358768225
0.60435609	0.006193291	2.363607407	2.447581291	2.363607407
0.604367661	0.002754342	2.365231752	2.444142342	2.365231752
0.604379251	-0.00424682	2.368540764	2.43714118	2.368540764
0.604390819	0.010112177	2.361757278	2.451500177	2.361757278
0.604402385	-0.003003229	2.367952824	2.438384771	2.367952824
0.604413963	0.004137169	2.364578486	2.445525169	2.364578486
0.60442553	-0.01130544	2.371880055	2.43008256	2.371880055
0.604437108	-0.016008008	2.374106407	2.425379992	2.374106407
0.604448675	-0.016829599	2.374495506	2.424558401	2.374495506
0.604460246	0.024732243	2.354863405	2.466120243	2.354863405
0.604471835	-0.015893806	2.374052286	2.425494194	2.374052286
0.604483403	-0.030106414	2.380789042	2.411281586	2.380789042
0.604494969	-0.010276187	2.371392965	2.431111813	2.371392965
0.604506569	0.001701247	2.365729332	2.443089247	2.365729332
0.604518135	-0.013117183	2.372737646	2.428270817	2.372737646
0.604529702	-0.001152862	2.367078066	2.440235138	2.367078066
0.604541268	-0.006094564	2.369414568	2.435293436	2.369414568
0.604552857	-0.001435865	2.367211819	2.439952135	2.367211819
0.604564423	0.00853027	2.362504005	2.44991827	2.362504005
0.604575996	0.013696086	2.360066176	2.455084086	2.360066176
0.604587563	0.004879366	2.36422801	2.446267366	2.36422801
0.604599134	0.009992968	2.361813545	2.451380968	2.361813545
0.604610724	-0.008499015	2.370552063	2.432888985	2.370552063
0.604622302	-0.009524454	2.371037245	2.431863546	2.371037245
0.604633868	-0.013753761	2.373039007	2.427634239	2.373039007
0.604645445	-0.00061499	2.366823912	2.44077301	2.366823912
0.604657012	0.009718787	2.361943007	2.451106787	2.361943007
0.604668599	-0.004756082	2.368781567	2.436631918	2.368781567
0.604680165	0.009791504	2.361908674	2.451179504	2.361908674
0.604691743	0.008232247	2.362644672	2.449620247	2.362644672
0.604703309	-0.007542003	2.370099306	2.433845997	2.370099306
0.60471488	-0.007292617	2.369981289	2.434095383	2.369981289
0.604726469	-0.005730499	2.36924243	2.435657501	2.36924243
0.60473804	0.00219072	2.365498066	2.44357872	2.365498066
0.604749607	-0.005158771	2.368972063	2.436229229	2.368972063
0.604761182	-0.006400932	2.369559526	2.434987068	2.369559526
0.604772748	0.014085661	2.359882355	2.455473661	2.359882355
0.604784341	0.014046322	2.359900951	2.455434322	2.359900951
0.604795907	0.00642265	2.363499165	2.44781065	2.363499165
0.604807487	-0.017400611	2.374765873	2.423987389	2.374765873
0.604819053	-0.002960313	2.367932558	2.438427687	2.367932558
0.604830625	-0.00791489	2.370275736	2.43347311	2.370275736
0.604842215	0.003519904	2.364870071	2.444907904	2.364870071
0.604853767	0.019177805	2.357481003	2.460565805	2.357481003
0.604865357	0.014877211	2.359508991	2.456265211	2.359508991
0.604876931	0.065000187	2.335942268	2.506388187	2.335942268
0.604888497	0.075266015	2.331134319	2.516654015	2.331134319
0.604900071	0.073541771	2.331941366	2.514929771	2.331941366
0.604911637	0.099379193	2.319865704	2.540767193	2.319865704
0.604923214	0.107712637	2.315979481	2.549100637	2.315979481
0.604934803	0.134857308	2.303349495	2.576245308	2.303349495
0.604946372	0.21603192	2.265842438	2.65741992	2.265842438
0.604957938	0.252367627	2.24917984	2.693755627	2.24917984
0.604969508	0.312674414	2.221696138	2.754062414	2.221696138
0.604981097	0.359108101	2.200679541	2.800496101	2.200679541
0.604992671	0.456688057	2.156920433	2.898076057	2.156920433
0.605004237	0.586926114	2.099365234	3.028314114	2.099365234
0.605015825	0.599556099	2.093834877	3.040944099	2.093834877
0.605027391	0.645692717	2.073709011	3.087080717	2.073709011
0.605038954	0.663760077	2.065860033	3.105148077	2.065860033
0.605050543	0.608474623	2.089935064	3.049862623	2.089935064
0.605062118	0.730009686	2.037235022	3.171397686	2.037235022
0.605073684	0.736903082	2.034270525	3.178291082	2.034270525
0.605085255	0.715605628	2.043437958	3.156993628	2.043437958
0.605096845	0.693628918	2.052924156	3.135016918	2.052924156
0.605108418	0.667936932	2.064048052	3.109324932	2.064048052
0.605119984	0.703613173	2.048611164	3.145001173	2.048611164
0.605131561	0.764905345	2.022255182	3.206293345	2.022255182
0.605143128	0.775658261	2.01765275	3.217046261	2.01765275
0.605154725	0.796594035	2.008710146	3.237982035	2.008710146
0.605166269	0.883587491	1.971808195	3.324975491	1.971808195
0.605177847	0.936378609	1.949615121	3.377766609	1.949615121
0.605189437	0.864898335	1.979701161	3.306286335	1.979701161
0.605201008	0.88881601	1.969603419	3.33020401	1.969603419
0.605212574	0.939191233	1.948436856	3.380579233	1.948436856
0.605224154	0.948268782	1.944637299	3.389656782	1.944637299
