Day fraction since midnight on	pH probe (pH)	pH probe (pH)	Source pressure (Pa)
0.646367126	6.075731278	6.226265431	0
0.646378788	6.076051712	6.226585388	0
0.646390278	6.077325821	6.227860451	0
0.646401851	6.07566309	6.226196766	0
0.646413424	6.072865009	6.223397255	0
0.646425	6.069884777	6.220415592	0
0.646436568	6.066039562	6.216568947	0
0.646448147	6.064129353	6.214657307	0
0.646459718	6.065868855	6.216397762	0
0.646471301	6.069417	6.219947338	0
0.646482871	6.072489262	6.223021507	0
0.646494441	6.074195862	6.224728584	0
0.646506014	6.074626446	6.225159645	0
0.646517607	6.075984478	6.226518154	0
0.646529182	6.07874155	6.229277134	0
0.646540748	6.079911709	6.230447292	0
0.646552319	6.079126835	6.229661942	0
0.646563891	6.07877636	6.229311943	0
0.646575465	6.077608109	6.228142738	0
0.646587039	6.078345299	6.228880405	0
0.646598607	6.081327438	6.231863976	0
0.64661018	6.083546162	6.234083653	0
0.646621761	6.084652901	6.235190868	0
0.646633328	6.084945202	6.23548317	0
0.64664491	6.084514141	6.235052109	0
0.646656486	6.082015991	6.232552528	0
0.646668053	6.08148098	6.232017517	0
0.646679625	6.081459522	6.231996059	0
0.646691204	6.081395626	6.231932163	0
0.646702783	6.081619263	6.2321558	0
0.64671436	6.080068588	6.230604649	0
0.646725923	6.079980373	6.230515957	0
0.646737502	6.079844475	6.230380535	0
0.646749077	6.080102921	6.230638981	0
0.646760648	6.079946041	6.230481625	0
0.646772218	6.0792799	6.229815483	0
0.6467838	6.078353405	6.228888512	0
0.646795371	6.07817173	6.22870636	0
0.646806946	6.07965517	6.230190754	0
0.646818529	6.080309868	6.230845928	0
0.646830104	6.083135605	6.233673096	0
0.64684167	6.084220409	6.234758377	0
0.646853234	6.085832596	6.23637104	0
0.646864822	6.088891029	6.239430904	0
0.646876391	6.088903427	6.239443779	0
0.646887957	6.089056969	6.239597321	0
0.646899548	6.089270115	6.239810467	0
0.646911117	6.090468407	6.241009235	0
0.646922691	6.090907574	6.241448879	0
0.64693426	6.091599464	6.242141247	0
0.646945834	6.091062546	6.241603851	0
0.64695741	6.089993954	6.240534782	0
0.64696898	6.088187218	6.238727093	0
0.646980571	6.086737156	6.237276077	0
0.646992125	6.085440159	6.235978603	0
0.647003699	6.084347725	6.234885693	0
0.647015279	6.082808495	6.233345509	0
0.647026852	6.081106186	6.231642246	0
0.647038427	6.080602646	6.231138706	0
0.647050003	6.079792976	6.23032856	0
0.647061569	6.07936573	6.229901314	0
0.64707315	6.078769684	6.229304791	0
0.647084724	6.078017712	6.228552342	0
0.647096295	6.076345444	6.226879597	0
0.647107866	6.076874733	6.227409363	0
0.647119451	6.07874155	6.229276657	0
0.64713102	6.08018446	6.23072052	0
0.647142594	6.079310417	6.229846001	0
0.64715416	6.077488422	6.228023052	0
0.647165736	6.07627964	6.226813793	0
0.647177312	6.075088978	6.225622177	0
0.647188893	6.075140476	6.225673676	0
0.647200465	6.076350689	6.226884842	0
0.647212036	6.078171253	6.22870636	0
0.647223607	6.079894543	6.230430603	0
0.647235184	6.080947399	6.231483936	0
0.647246754	6.081583977	6.232120514	0
0.647258339	6.081326485	6.231863022	0
0.647269905	6.080935478	6.231471539	0
0.647281485	6.078517914	6.229053021	0
0.647293055	6.076618671	6.227152824	0
0.647304635	6.075536728	6.226070404	0
0.647316199	6.071090221	6.221621513	0
0.64732778	6.066871166	6.217400551	0
0.647339358	6.065541744	6.216070652	0
0.647350923	6.06511879	6.215647221	0
0.647362494	6.065899849	6.216428757	0
0.64737407	6.06717968	6.217709065	0
0.647385648	6.068006516	6.218536377	0
0.647397217	6.067063808	6.217593193	0
0.647408804	6.066490173	6.217019558	0
0.647420373	6.065442562	6.21597147	0
0.647431954	6.065404415	6.215932846	0
0.647443514	6.066790581	6.217319965	0
0.6474551	6.066937923	6.217467785	0
0.64746666	6.066961289	6.217490673	0
0.647478242	6.067403317	6.217933178	0
0.647489817	6.068412304	6.218942642	0
0.647501385	6.069366932	6.219897747	0
0.647512968	6.070418835	6.220950127	0
0.647524531	6.071892262	6.22242403	0
0.647536113	6.072486877	6.223018646	0
0.647547686	6.072882175	6.223414421	0
0.647559275	6.073796272	6.224329472	0
0.64757084	6.076431274	6.226964951	0
0.647582403	6.078905106	6.229440212	0
0.647593982	6.081240177	6.231776714	0
0.647605561	6.082519531	6.233056545	0
0.64761713	6.08501339	6.235551357	0
0.647628703	6.087521553	6.238060951	0
0.647640296	6.090063095	6.240603447	0
0.647651851	6.092674732	6.243216515	0
0.64766342	6.092606068	6.243148327	0
0.647675	6.093474865	6.244017124	0
0.64768658	6.092217445	6.242759228	0
0.647698163	6.092647553	6.243189812	0
0.647709724	6.093220711	6.24376297	0
0.647721297	6.094436169	6.244979382	0
0.647732865	6.094029903	6.24457264	0
0.64774446	6.09442234	6.244965076	0
0.647756018	6.09516573	6.245708942	0
0.647767587	6.095131397	6.24567461	0
0.647779162	6.095628738	6.246171951	0
0.647790744	6.096800327	6.247344017	0
0.647802315	6.097946644	6.248491287	0
0.647813895	6.099402428	6.249947548	0
0.647825469	6.10079813	6.251344204	0
0.647837041	6.101465225	6.252011776	0
0.647848618	6.102056027	6.252603054	0
0.647860187	6.102588177	6.253134728	0
0.647871758	6.102656364	6.253203392	0
0.64788334	6.102801323	6.253348351	0
0.647894912	6.102758884	6.253305912	0
0.647906482	6.102332115	6.252878666	0
0.647918062	6.101797581	6.252344132	0
0.647929629	6.101478577	6.252025127	0
0.647941204	6.100970745	6.251516819	0
0.647952777	6.100915909	6.251461983	0
0.647964356	6.099453926	6.249999523	0
0.647975927	6.098782539	6.24932766	0
0.647987502	6.097334385	6.247878552	0
0.647999076	6.095751286	6.246294975	0
0.648010651	6.095026016	6.245569229	0
0.648022221	6.093237877	6.243780136	0
0.648033796	6.09149313	6.242034435	0
0.648045368	6.089774609	6.240315437	0
0.648056946	6.088908672	6.239448547	0
0.648068517	6.087299824	6.237839222	0
0.64808009	6.086190701	6.236729622	0
0.64809167	6.085720539	6.23625946	0
0.648103241	6.083699703	6.234237194	0
0.648114809	6.082948685	6.233486176	0
0.648126386	6.081673622	6.232210159	0
0.648137968	6.080568314	6.231104374	0
0.648149532	6.081532478	6.232069016	0
0.648161114	6.081171513	6.231707573	0
0.648172683	6.082231998	6.232769013	0
0.648184265	6.082670689	6.233207703	0
0.648195842	6.083118439	6.23365593	0
0.648207404	6.082675934	6.233212948	0
0.648218974	6.082777977	6.233314991	0
0.648230553	6.080568314	6.231104374	0
0.648242128	6.078070164	6.22860527	0
0.648253704	6.075662136	6.226195812	0
0.648265278	6.073359489	6.223892212	0
0.648276849	6.072898865	6.22343111	0
0.648288438	6.072944641	6.223477364	0
0.648300005	6.07093668	6.221467972	0
0.648311569	6.069384098	6.219914436	0
0.648323146	6.06786871	6.218398571	0
0.648334728	6.066696644	6.217226028	0
0.648346289	6.063992024	6.214519978	0
0.648357874	6.060808659	6.211335182	0
0.648369439	6.058736324	6.209261894	0
0.648381013	6.057610512	6.208135128	0
0.648392594	6.05625391	6.20677805	0
0.648404166	6.056381702	6.206906319	0
0.64841574	6.056823254	6.20734787	0
0.648427309	6.057337761	6.207862377	0
0.648438897	6.057805061	6.208330154	0
0.648450464	6.058190823	6.208715916	0
0.648462035	6.058720112	6.209245205	0
0.648473609	6.058742046	6.209267616	0
0.648485185	6.0585289	6.20905447	0
0.648496757	6.057969093	6.208494186	0
0.648508334	6.05844307	6.208968163	0
0.648519909	6.05796051	6.208485603	0
0.648531493	6.058598042	6.209123135	0
0.648543055	6.058037281	6.208562374	0
0.648554632	6.057132721	6.207657337	0
0.648566216	6.056305885	6.206830025	0
0.648577772	6.056450367	6.206974506	0
0.648589349	6.057184219	6.207708836	0
0.64860093	6.056754112	6.207278729	0
0.648612506	6.057253361	6.207778454	0
0.648624074	6.057369709	6.207894325	0
0.648635641	6.057218075	6.207742691	0
0.648647223	6.056702137	6.207226753	0
0.648658801	6.055754662	6.206278324	0
0.648670377	6.054479122	6.205002785	0
0.648681944	6.052099228	6.20262146	0
0.648693532	6.049396038	6.19991684	0
0.648705089	6.046969891	6.197489262	0
0.648716666	6.045346737	6.195865631	0
0.648728246	6.044209003	6.194727421	0
0.648739814	6.042543888	6.193061829	0
0.648751383	6.039916515	6.190432549	0
0.648762962	6.036489487	6.187004089	0
0.648774534	6.030310154	6.180821419	0
0.648786112	6.02332449	6.173832417	0
0.648797684	6.016813755	6.167318344	0
0.648809257	6.013707638	6.164211273	0
0.648820831	6.012322903	6.162825584	0
0.648832409	6.012002945	6.162505627	0
0.648843979	6.011780262	6.162282467	0
0.648855551	6.012223244	6.162726402	0
0.648867125	6.012330532	6.162833214	0
0.648878711	6.012141228	6.16264391	0
0.648890278	6.012291908	6.16279459	0
0.648901865	6.012244701	6.162747383	0
0.64891344	6.012003422	6.162506104	0
0.648924992	6.011199951	6.161702156	0
0.648936568	6.010440826	6.160942555	0
0.648948149	6.010073662	6.16057539	0
0.648959726	6.009401321	6.159902573	0
0.648971294	6.008947849	6.159448624	0
0.648982867	6.008008957	6.158509731	0
0.648994443	6.008212566	6.158712864	0
0.649006017	6.008470058	6.158970833	0
0.64901759	6.009408474	6.159909725	0
0.649029165	6.009625435	6.160127163	0
0.649040739	6.009169579	6.159670353	0
0.649052307	6.009459019	6.15996027	0
0.649063888	6.009504795	6.160006046	0
0.649075466	6.008471489	6.158972263	0
0.64908705	6.007644177	6.158144474	0
0.649098606	6.006678581	6.157178402	0
0.649110183	6.005472183	6.155972004	0
0.649121752	6.004067421	6.154566288	0
0.64913334	6.002387524	6.152885437	0
0.649144905	5.997020245	6.147515774	0
0.649156483	5.992445469	6.142938137	0
0.64916806	5.990084171	6.140576363	0
0.649179625	5.991918564	6.142411232	0
0.6491912	5.991342545	6.141834736	0
timefifteen			
0.64920279	5.989274502	6.139765739	0
0.649214349	5.98801136	6.138502121	0
0.649225919	5.98700428	6.137494564	0
0.649237497	5.984656334	6.135145187	0
0.64924907	5.983113766	6.133602619	0
0.649260642	5.980418205	6.130905628	0
0.64927222	5.975747585	6.126232147	0
0.649283796	5.974477291	6.124961376	0
0.649295367	5.974617004	6.125101566	0
0.649306942	5.977263451	6.127749443	0
0.649318521	5.981468201	6.131956101	0
0.649330105	5.986086369	6.136576653	0
0.649341663	5.986662865	6.137153149	0
0.649353232	5.987652779	6.138143539	0
0.649364807	5.987947464	6.138438225	0
0.649376387	5.989498138	6.139989853	0
0.649387957	5.989222527	6.139714241	0
0.649399529	5.990023136	6.140514851	0
0.649411108	5.988257885	6.138749123	0
0.649422678	5.985988617	6.136478424	0
0.649434257	5.982726097	6.133214474	0
0.64944583	5.979803562	6.130290508	0
0.649457401	5.978063583	6.128549576	0
0.649468977	5.977729321	6.128214836	0
0.649480551	5.978366852	6.128852844	0
0.649492132	5.979279995	6.129766464	0
0.6495037	5.979633331	6.130120277	0
0.649515277	5.978337288	6.128823757	0
0.649526844	5.976613045	6.12709856	0
0.649538439	5.976505756	6.126990795	0
0.649550002	5.977585793	6.128071785	0
0.649561581	5.979228497	6.129714966	0
0.649573151	5.982653618	6.133141995	0
0.649584714	5.989120483	6.139612198	0
0.649596288	5.994307041	6.14480114	0
0.649607875	5.997890472	6.148386002	0
0.649619445	5.999426365	6.149922848	0
0.64963101	6.001522541	6.152020454	0
0.649642589	6.002129078	6.152626991	0
0.649654165	6.001784802	6.152282238	0
0.649665743	6.00150919	6.152006626	0
0.649677315	6.001644611	6.152142048	0
0.649688898	6.001060963	6.151558399	0
0.64970046	5.999869824	6.150366306	0
0.649712046	6.000199795	6.150696278	0
0.649723604	5.999256134	6.14975214	0
0.649735185	5.999768257	6.150265217	0
0.649746763	6.000219345	6.150716305	0
0.649758329	6.001573086	6.152070522	0
0.649769903	6.001473904	6.15197134	0
0.649781476	6.001200676	6.151697636	0
0.649793047	6.001440048	6.151937485	0
0.649804639	6.00159502	6.152092457	0
0.649816212	6.003214359	6.15371275	0
0.649827778	6.004340649	6.154839516	0
0.649839348	6.005075455	6.155574799	0
0.649850922	6.00498867	6.155487537	0
0.649862499	6.005851746	6.15635109	0
0.649874082	6.005851746	6.15635109	0
0.649885643	6.0052104	6.155709744	0
0.649897219	6.005558491	6.156057835	0
0.649908793	6.00503397	6.155533314	0
0.649920367	6.005927563	6.156426907	0
0.64993194	6.006353855	6.156853676	0
0.649943519	6.006041527	6.156541348	0
0.649955089	6.00621748	6.1567173	0
0.649966676	6.005386353	6.155885696	0
0.649978237	6.004289627	6.154788494	0
0.649989811	6.00411129	6.15460968	0
0.650001388	6.003938675	6.154437542	0
0.650012956	6.003726006	6.154224873	0
0.650024537	6.00547266	6.155972004	0
0.650036103	6.004509449	6.155008316	0
0.650047677	6.00502348	6.155522347	0
0.650059255	6.005420685	6.155920029	0
0.65007084	6.005644321	6.156144142	0
0.650082408	6.005142689	6.155642033	0
0.650093986	6.005972385	6.156471729	0
0.650105557	6.00589323	6.156393051	0
0.650117124	6.006285667	6.156785488	0
0.650128712	6.006954193	6.157454491	0
0.650140286	6.007350922	6.157851219	0
0.650151856	6.007602215	6.158102989	0
0.650163418	6.007616997	6.158117294	0
0.650175	6.007126808	6.157627106	0
0.650186572	6.007446289	6.157946587	0
0.650198155	6.007247448	6.157747746	0
0.650209716	6.006165981	6.156665802	0
0.650221295	6.004128456	6.154627323	0
0.650232866	6.002667904	6.153166294	0
0.650244457	6.000526905	6.151023865	0
0.650256015	5.998573303	6.149069309	0
0.650267589	5.994694233	6.145188332	0
0.650279167	5.991462708	6.141955376	0
0.650290741	5.988188744	6.138679981	0
0.650302325	5.982881069	6.133369446	0
0.65031389	5.977935314	6.128421307	0
0.650325467	5.975730419	6.126215458	0
0.650337038	5.97325182	6.123735905	0
0.650348605	5.972637653	6.123120785	0
0.650360176	5.972808361	6.123291969	0
0.650371755	5.973714352	6.124198437	0
0.65038333	5.973245144	6.123729229	0
0.650394904	5.972876549	6.123360157	0
0.650406484	5.973627567	6.124111652	0
0.650418052	5.974036694	6.124520779	0
0.65042963	5.973800182	6.124284267	0
0.650441212	5.973403931	6.123887539	0
0.650452776	5.9731493	6.123632908	0
0.650464343	5.972126007	6.122609139	0
0.650475933	5.971904755	6.122387886	0
0.650487502	5.971340656	6.121823311	0
0.65049907	5.970614433	6.121096611	0
0.650510655	5.969819546	6.120301724	0
0.650522221	5.969088078	6.119569778	0
0.65053379	5.968524933	6.119006157	0
0.650545372	5.967734337	6.118215561	0
0.650556944	5.966700554	6.117180824	0
0.650568516	5.963338852	6.113817692	0
0.650580093	5.959222317	6.109699249	0
0.650591663	5.954807282	6.10528183	0
0.650603235	5.951608181	6.102081299	0
0.650614811	5.948245525	6.098717213	0
0.650626386	5.94469595	6.09516573	0
0.650637966	5.941938877	6.092407227	0
0.650649529	5.938716888	6.089183807	0
0.650661107	5.936102867	6.086568356	0
0.650672679	5.933171749	6.083635807	0
0.650684258	5.931749344	6.082212925	0
0.650695829	5.931328774	6.081791878	0
0.650707399	5.931055546	6.08151865	0
0.650718989	5.931461811	6.081925392	0
0.650730551	5.932113648	6.082577229	0
0.650742121	5.932471752	6.082935333	0
0.650753703	5.932719708	6.083183765	0
0.650765275	5.93204546	6.082509041	0
0.650776848	5.930339336	6.080801964	0
0.650788426	5.929447174	6.079909325	0
0.650799996	5.928683758	6.079145908	0
0.650811571	5.928255081	6.078716755	0
0.650823142	5.928256989	6.078718662	0
0.650834719	5.92958355	6.0800457	0
0.650846294	5.929773331	6.080235958	0
0.650857868	5.929468632	6.079930782	0
0.65086944	5.928888321	6.079350472	0
0.65088101	5.928172112	6.078633785	0
0.650892593	5.927205086	6.077666283	0
0.65090417	5.927156925	6.077618122	0
0.650915739	5.927079678	6.077540398	0
0.650927314	5.926894665	6.077355862	0
0.650938887	5.926652908	6.077113628	0
0.650950462	5.925947189	6.076407433	0
0.65096203	5.926243305	6.076704025	0
0.650973621	5.926050663	6.076511383	0
0.650985176	5.925406456	6.075867176	0
0.650996755	5.925292015	6.075752258	0
0.651008334	5.924964905	6.075424671	0
0.65101991	5.925033569	6.075493813	0
0.651031483	5.92489481	6.075355053	0
0.651043053	5.924792767	6.075252533	0
0.651054628	5.924551487	6.075011253	0
0.651066203	5.9240551	6.074514389	0
0.651077771	5.924127579	6.074587345	0
0.651089359	5.924086571	6.07454586	0
0.651100919	5.924314976	6.074774742	0
0.651112495	5.92377615	6.074235439	0
0.651124084	5.923569202	6.074028969	0
0.651135644	5.923120976	6.073580265	0
0.65114722	5.922605038	6.07306385	0
0.651158792	5.921704769	6.072163582	0
0.651170368	5.920295715	6.070753574	0
0.651181942	5.918770313	6.069227219	0
0.651193518	5.919030666	6.069488049	0
0.65120509	5.918582916	6.069039822	0
0.651216664	5.917521477	6.067977905	0
0.651228232	5.916108608	6.06656456	0
0.651239813	5.914351463	6.064805985	0
0.65125139	5.914660931	6.065115929	0
0.651262955	5.915323734	6.065779209	0
0.651274548	5.915987968	6.066443443	0
0.651286107	5.916637898	6.067093849	0
0.651297684	5.918830872	6.069288254	0
0.651309258	5.919276238	6.06973362	0
0.65132083	5.919708729	6.070166588	0
0.651332416	5.920709133	6.071167469	0
0.651343979	5.921056747	6.071514607	0
0.65135555	5.921244144	6.07170248	0
0.651367126	5.922191143	6.072649956	0
0.651378698	5.922557831	6.07301712	0
0.651390274	5.922569752	6.073029041	0
0.651401846	5.923035622	6.073494911	0
0.651413417	5.923326016	6.073785305	0
0.651425001	5.923399925	6.073859215	0
0.651436584	5.923948765	6.074408054	0
0.651448144	5.924007893	6.074467659	0
0.651459713	5.924332142	6.074791908	0
0.651471291	5.924189568	6.074649334	0
0.651482868	5.924568653	6.07502842	0
0.651494444	5.924516678	6.074976921	0
0.651506014	5.924195766	6.074655056	0
0.651517583	5.924230099	6.074689865	0
0.651529162	5.924138069	6.074597836	0
0.651540739	5.923802376	6.074261665	0
0.651552311	5.923120976	6.073580265	0
0.651563885	5.922114849	6.072573185	0
0.651575461	5.921933174	6.07239151	0
0.651587048	5.921880722	6.072339058	0
0.651598602	5.922916889	6.073375702	0
0.651610182	5.923155785	6.073615074	0
0.651621752	5.923701286	6.074160576	0
0.651633324	5.923718453	6.074177742	0
0.651644903	5.923673153	6.074132443	0
0.651656476	5.923435688	6.073894978	0
0.651668057	5.922707558	6.073166847	0
0.651679626	5.922865391	6.07332468	0
0.651691205	5.922139645	6.072598457	0
0.651702779	5.921832085	6.072290421	0
0.651714348	5.9217906	6.072248936	0
0.651725919	5.920459747	6.070917606	0
0.651737492	5.919828415	6.070286274	0
0.651749077	5.919054985	6.069512367	0
0.651760643	5.918617249	6.069074154	0
0.651772217	5.916767597	6.067223549	0
0.651783787	5.91564846	6.066103935	0
0.651795379	5.914747238	6.065202236	0
0.65180694	5.912354946	6.062808991	0
0.65181851	5.91104126	6.06149435	0
0.65183009	5.909629822	6.060082436	0
0.651841658	5.908430576	6.058882713	0
0.651853231	5.903874874	6.054324627	0
0.651864822	5.899721146	6.050168991	0
0.65187638	5.897493362	6.047940254	0
0.65188796	5.8958354	6.046281338	0
0.651899537	5.895775318	6.046220779	0
0.65191112	5.897825718	6.04827261	0
0.651922688	5.897697926	6.048144817	0
0.651934262	5.896623135	6.047069073	0
0.651945835	5.897527218	6.04797411	0
0.65195741	5.896240234	6.046686649	0
0.651968984	5.895974636	6.046420574	0
0.651980551	5.895582199	6.04602766	0
0.651992125	5.896452427	6.046898842	0
0.652003697	5.896230698	6.046676636	0
0.652015272	5.896929741	6.047376156	0
0.652026857	5.895051479	6.045496941	0
0.652038419	5.896349907	6.046796322	0
0.652050002	5.896221161	6.046667099	0
0.652061574	5.898073196	6.048520088	0
0.652073145	5.899364948	6.049812317	0
0.652084721	5.900661469	6.051109791	0
0.652096292	5.901861191	6.05230999	0
0.652107878	5.900617123	6.051065445	0
0.652119442	5.899472714	6.049920082	0
0.652131011	5.899557591	6.050005436	0
0.652142589	5.896343708	6.046790123	0
0.652154174	5.893259049	6.043703556	0
0.65216574	5.889286041	6.039728642	0
0.652177311	5.886201859	6.036643505	0
0.652188885	5.884849548	6.035290241	0
0.65220046	5.88447094	6.034911156	0
0.652212032	5.884081364	6.03452158	0
0.65222361	5.884453774	6.03489399	0
0.652235185	5.885108471	6.035549164	0
0.652246757	5.886538506	6.036980152	0
0.652258331	5.887016773	6.037457943	0
0.652269904	5.887119293	6.03756094	0
0.652281479	5.887038708	6.037479878	0
0.652293057	5.886595726	6.037036896	0
0.652304628	5.886538982	6.036980152	0
0.6523162	5.886214256	6.036655426	0
0.652327777	5.886366367	6.036807537	0
0.652339347	5.88599062	6.036431789	0
0.652350935	5.886366367	6.036807537	0
0.652362495	5.884593487	6.035033703	0
0.652374073	5.883970738	6.034410954	0
0.652385644	5.883364677	6.033804417	0
0.652397218	5.88307476	6.0335145	0
0.652408793	5.884125233	6.034565449	0
0.652420363	5.884780884	6.035221577	0
0.652431942	5.885401249	6.035841942	0
0.652443511	5.886214733	6.036655903	0
0.652455085	5.886762619	6.037204266	0
0.652466663	5.887537956	6.03798008	0
0.652478237	5.887067318	6.037508965	0
0.652489808	5.887272358	6.037714005	0
0.652501381	5.885924339	6.036365509	0
0.652512965	5.885177136	6.035617828	0
0.652524534	5.884540558	6.034980774	0
0.652536107	5.883552074	6.033992291	0
0.652547683	5.882799625	6.033239365	0
0.652559254	5.881710053	6.032148838	0
0.652570828	5.881403446	6.031842232	0
0.652582402	5.88061142	6.031050205	0
0.652593979	5.879766941	6.030204773	0
0.652605545	5.878297329	6.028734684	0
0.652617123	5.876458168	6.026894569	0
0.652628705	5.875717163	6.026153565	0
0.652640277	5.875461102	6.025897026	0
0.652651846	5.875312328	6.025748253	0
0.652663421	5.875407219	6.025843144	0
0.652674994	5.875773907	6.026210308	0
0.652686568	5.876317978	6.026754379	0
0.652698141	5.876079559	6.026515961	0
0.652709713	5.874629021	6.025064468	0
0.652721288	5.872770786	6.02320528	0
time twenty			
0.652732869	5.871737003	6.022171021	0
0.652744438	5.869646549	6.020079613	0
0.652756014	5.866927147	6.01735878	0
0.652767593	5.864999294	6.015429974	0
0.652779156	5.863026619	6.013456345	0
0.652790735	5.860915184	6.011343956	0
0.652802311	5.857658386	6.008085728	0
0.652813879	5.854853153	6.005279064	0
0.652825458	5.852385521	6.002810001	0
0.652837038	5.850765705	6.001189709	0
0.652848604	5.848130703	5.998553276	0
0.652860184	5.846113205	5.996534824	0
0.65287175	5.843087673	5.993507862	0
0.652883324	5.841066361	5.991485596	0
0.652894909	5.839392662	5.989810944	0
0.652906477	5.837793827	5.988211632	0
0.652918047	5.835828304	5.986244679	0
0.65292962	5.834616661	5.985032558	0
0.652941194	5.834650517	5.985066891	0
0.652952779	5.833533764	5.983949184	0
0.652964351	5.832808018	5.983222961	0
0.652975923	5.831852436	5.982266903	0
0.652987494	5.831262589	5.981677055	0
0.652999067	5.828490734	5.97890377	0
0.653010652	5.825021267	5.975432873	0
0.653022217	5.820557118	5.970966339	0
0.653033799	5.81618166	5.966588497	0
0.653045365	5.81153059	5.96193552	0
0.653056937	5.81033659	5.960741043	0
0.653068511	5.811411381	5.961815834	0
0.65308009	5.813390255	5.963795662	0
0.653091661	5.814209461	5.964615345	0
0.653103231	5.813955307	5.964361191	0
0.653114809	5.81662941	5.967036724	0
0.653126393	5.818284035	5.968692303	0
0.65313796	5.81968689	5.970095635	0
0.65314954	5.821488857	5.971898079	0
0.653161109	5.822024822	5.972434521	0
0.653172688	5.821626663	5.972036362	0
0.653184261	5.820829868	5.97123909	0
0.65319583	5.820539951	5.970949173	0
0.653207404	5.819197178	5.969605446	0
0.653218983	5.819681644	5.970090389	0
0.653230553	5.820135117	5.970543861	0
0.653242127	5.819955349	5.970364094	0
0.653253699	5.819515705	5.96992445	0
0.653265269	5.816905499	5.967312813	0
0.653276855	5.814113617	5.964519978	0
0.653288426	5.812452316	5.962857246	0
0.653299995	5.810523987	5.96092844	0
0.653311577	5.808255196	5.958658218	0
0.653323143	5.807333469	5.957736015	0
0.653334712	5.804460049	5.954861641	0
0.653346288	5.80298233	5.953382969	0
0.653357866	5.802827358	5.953227997	0
0.653369439	5.802896977	5.953297615	0
0.653381016	5.803860664	5.95426178	0
0.653392588	5.803442955	5.953843594	0
0.653404163	5.804825783	5.955227375	0
0.653415738	5.804877758	5.95527935	0
0.653427315	5.805136204	5.955537796	0
0.653438886	5.804825306	5.955226421	0
0.653450457	5.804049969	5.954451084	0
0.653462028	5.804501057	5.954902172	0
0.653473608	5.803499222	5.953900337	0
0.65348518	5.803357601	5.953758717	0
0.653496754	5.802043915	5.952444077	0
0.653508326	5.799723148	5.95012188	0
0.653519897	5.798357964	5.948756695	0
0.653531479	5.797140598	5.947537899	0
0.653543051	5.795628071	5.946025372	0
0.653554631	5.795676231	5.946073055	0
0.653566195	5.795158863	5.94555521	0
0.653577768	5.795508862	5.945905685	0
0.653589347	5.795503616	5.94590044	0
0.653600916	5.795286655	5.945683479	0
0.653612502	5.795176029	5.945572376	0
0.65362407	5.795338154	5.945734978	0
0.653635645	5.794831276	5.9452281	0
