0.627705228	1.5891E-06	3.477109671	-0.518798411
0.627763117	5.097852925	1.686766028	4.579052925
0.627820972	4.023798207	1.997527719	3.504998207
0.627878848	5.257662991	1.643095136	4.738862991
0.627936727	6.873370389	1.235818267	6.354570389
0.627994591	6.323391179	1.367716074	5.804591179
0.628052468	6.853834847	1.240389943	6.335034847
0.628110326	7.054620007	1.193791628	6.535820007
0.628168204	5.891820649	1.475990772	5.373020649
0.628226058	6.719051102	1.272156835	6.200251102
0.628283941	7.263118008	1.146305442	6.744318008
0.628341818	7.377305249	1.12068212	6.858505249
0.628399673	7.061925153	1.192112446	6.543125153
0.62845756	6.612815122	1.297474265	6.094015122
0.628515418	6.66763852	1.28437829	6.14883852
0.628573302	7.063114385	1.191839218	6.544314385
0.628631157	7.035895089	1.198101044	6.517095089
0.628689036	7.344607095	1.127992034	6.825807095
0.628746905	7.89600871	1.007614851	7.37720871
0.628804777	8.457579831	0.891133428	7.938779831
0.628862655	8.53532813	0.875475764	8.01652813
0.628920513	8.800008992	0.823003113	8.281208992
0.62897839	9.02356265	0.779668391	8.50476265
0.629036245	9.140436391	0.757365048	8.621636391
0.629094127	9.309478978	0.725527287	8.790678978
0.629151992	8.910756329	0.801424027	8.391956329
0.629209869	9.011310796	0.782020211	8.492510796
0.629267727	9.61685584	0.668888867	9.09805584
0.629325607	9.763591031	0.642410278	9.244791031
0.629383475	9.93643401	0.611675263	9.41763401
0.629441352	10.46683047	0.520353258	9.948030472
0.629499225	10.77374576	0.469508648	10.25494576
0.629557092	10.81124232	0.463394761	10.29244232
0.629614962	10.47100947	0.519651175	9.952209473
0.629672817	10.46817706	0.520126998	9.94937706
0.629730695	10.28036807	0.55195123	9.76156807
0.629788572	9.91057227	0.616243005	9.39177227
0.62984643	9.867011289	0.623961389	9.348211289
0.629904308	9.689996938	0.655645728	9.171196938
0.629962186	9.974033574	0.605053723	9.455233574
0.630020043	10.00093863	0.600329757	9.482138634
0.630077919	9.919004659	0.614752471	9.400204659
0.630135794	9.875167111	0.62251401	9.356367111
0.630193664	9.816153745	0.633011699	9.297353745
0.630251526	9.838788251	0.62897861	9.319988251
0.630309399	9.881164769	0.621450245	9.362364769
0.630367271	9.836061696	0.62946403	9.317261696
0.630425137	9.761591176	0.642768681	9.242791176
0.630483015	9.677924374	0.65782547	9.159124374
0.630540892	9.631486157	0.666232646	9.112686157
0.630598747	9.515920857	0.687311351	8.997120857
0.630656624	9.463505963	0.696945608	8.944705963
0.630714483	9.402088384	0.708293974	8.883288384
0.630772384	9.357277135	0.716614366	8.838477135
0.630830238	9.327911595	0.722085595	8.809111595
0.630888104	9.196991185	0.746658206	8.678191185
0.630945964	9.204812268	0.745181918	8.686012268
0.631003847	9.033321599	0.777796865	8.514521599
0.631061709	8.764233807	0.830021083	8.245433807
0.631119588	8.618149022	0.858919144	8.099349022
0.631177466	8.540591458	0.874419749	8.021791458
0.631235321	8.449032525	0.892861605	7.930232525
0.631293198	8.352046231	0.912566721	7.833246231
0.631351076	8.217589597	0.940177143	7.698789597
0.631408959	8.265261391	0.930348754	7.746461391
0.631466813	8.138030747	0.956676006	7.619230747
0.63152468	8.030463914	0.979175866	7.511663914
0.631582558	7.894770364	1.007878423	7.375970364
0.631640412	7.869134168	1.013341427	7.350334168
0.631698293	7.752189378	1.038426161	7.233389378
0.631756166	7.716202	1.046199918	7.197402
0.631814036	7.637853841	1.063213468	7.119053841
0.631871903	7.530838231	1.086651087	7.012038231
0.63192977	7.334131936	1.13033843	6.815331936
0.631987647	7.327067117	1.131922245	6.808267117
0.632045505	7.339524964	1.129130125	6.820724964
0.63210339	7.231159428	1.153525114	6.712359428
0.632161245	7.011951188	1.203622341	6.493151188
0.632219122	7.076076726	1.188862681	6.557276726
0.632277	7.198853234	1.160845041	6.680053234
0.632334854	6.868750314	1.23689878	6.349950314
0.632392732	6.764178017	1.261477113	6.245378017
0.632450596	6.550924043	1.312338233	6.032124043
0.632508481	6.52211068	1.319287062	6.00331068
0.632566331	6.321970681	1.368065476	5.803170681
0.632624209	6.160054425	1.40819025	5.641254425
0.632682091	6.097481946	1.423857212	5.578681946
0.632739948	5.902717332	1.473203778	5.383917332
0.632797815	5.828805665	1.492162943	5.310005665
0.632855692	5.828568677	1.492223859	5.309768677
0.632913573	5.757692555	1.5105263	5.238892555
0.63297145	5.58281968	1.556197405	5.06401968
0.633029305	5.474270085	1.584918618	4.955470085
0.633087183	5.414596776	1.600830317	4.895796776
0.633145037	5.225977162	1.651702881	4.707177162
0.633202914	5.09345601	1.687976718	4.57465601
0.633260786	5.170802335	1.666751742	4.652002335
0.633318656	5.067075948	1.695250392	4.548275948
